 	Area	XM	YM	Slice
2327	133	973	291	110
2328	384	137	379	110
2329	196	522	383	110
2330	244	499	391	110
2331	236	614	404	110
2332	224	520	408	110
2333	253	618	428	110
2334	281	584	477	110
2335	286	606	478	110
2336	167	14	491	110
2337	240	633	511	110
